Hotspot	hotspot_Chr	Merged_hotspots_cM	merged_Hotspot_QTL_count	hotspot_cM_center	str_genotype	pSTR	n_med_STR	n_tx	n_hs_eSTR	p1	hotspotpos
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19707	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_19732	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_17990	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18201	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18272	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18273	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18354	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18435	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18474	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18551	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18708	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18622	1	16	51	0.819672131147541	IV_27.75
Yes	IV	27.5, 28	122	27.75	factor_length	STR_18688	1	16	51	0.819672131147541	IV_27.75
Yes	II	12	24	12	factor_length	STR_6905	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_6968	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_6980	4	12	133	16.6666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7021	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7041	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7080	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7086	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7100	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7139	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7244	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7557	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_5762	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_5771	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_5804	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_5852	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_5946	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_5990	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6008	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6061	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6138	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6274	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6312	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6418	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6767	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_6964	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6970	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6989	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_7265	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7300	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7315	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7318	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7340	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7349	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7356	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7437	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_7453	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7455	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7686	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7760	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7945	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_8019	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8206	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8270	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8308	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8310	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_5825	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6543	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6552	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6557	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6613	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6697	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6748	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6957	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_7307	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7336	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6788	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_7451	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_7490	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7637	3	12	133	12.5	II_12
Yes	II	12	24	12	factor_length	STR_7638	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7647	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7699	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7705	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7720	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7721	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7815	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7817	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7822	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7829	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7842	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7849	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7854	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7858	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7859	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7863	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7874	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7888	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7903	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7909	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7911	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7913	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7926	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7969	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7972	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7983	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7993	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7994	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8002	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8004	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8010	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8029	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8039	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8076	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8084	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8121	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8131	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8139	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8171	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8173	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8181	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8185	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8194	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8202	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8204	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8215	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8252	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8269	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8326	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8354	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8365	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8366	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8371	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8459	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8510	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8519	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8538	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8560	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8578	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8592	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8596	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8599	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8602	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8658	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8661	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8669	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_8704	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6316	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_6569	2	12	133	8.33333333333333	II_12
Yes	II	12	24	12	factor_length	STR_6537	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7246	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7589	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7648	1	12	133	4.16666666666667	II_12
Yes	II	12	24	12	factor_length	STR_7286	1	12	133	4.16666666666667	II_12
Yes	V	14.5, 15	57	14.75	factor_length	STR_24097	5	20	50	8.7719298245614	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24190	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24333	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24349	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24365	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24524	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24546	3	20	50	5.26315789473684	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24625	3	20	50	5.26315789473684	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_22650	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23050	13	20	50	22.8070175438597	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23401	6	20	50	10.5263157894737	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23196	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23282	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23325	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23639	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23735	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23892	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23907	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23910	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23955	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23983	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24022	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24029	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24036	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24042	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24399	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24482	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23619	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23145	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24154	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23522	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23867	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24090	2	20	50	3.50877192982456	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24622	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_22443	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_22478	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23577	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23489	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24084	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24200	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24261	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24378	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24456	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24458	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24487	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24534	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24630	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24689	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_24788	1	20	50	1.75438596491228	V_14.75
Yes	V	14.5, 15	57	14.75	factor_length	STR_23355	1	20	50	1.75438596491228	V_14.75
Yes	X	4	15	4	factor_length	STR_27385	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27396	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27424	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27425	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27434	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27438	5	11	62	33.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27449	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27481	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27489	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27547	5	11	62	33.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27573	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27578	5	11	62	33.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27579	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27688	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27727	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27839	3	11	62	20	X_4
Yes	X	4	15	4	factor_length	STR_27897	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27905	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27912	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27916	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27926	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27939	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27950	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27975	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27980	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27993	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27994	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28039	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28195	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_28197	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_28201	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28238	3	11	62	20	X_4
Yes	X	4	15	4	factor_length	STR_28247	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28253	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28274	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28294	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28404	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_28462	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28468	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27633	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27945	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_27637	4	11	62	26.6666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28214	6	11	62	40	X_4
Yes	X	4	15	4	factor_length	STR_28248	5	11	62	33.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_28449	3	11	62	20	X_4
Yes	X	4	15	4	factor_length	STR_27656	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27676	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_27947	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28508	2	11	62	13.3333333333333	X_4
Yes	X	4	15	4	factor_length	STR_28519	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28531	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28533	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28596	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29006	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29013	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29015	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29038	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29060	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29077	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_29088	1	11	62	6.66666666666667	X_4
Yes	X	4	15	4	factor_length	STR_28300	3	11	62	20	X_4
Yes	X	4	15	4	factor_length	STR_28408	2	11	62	13.3333333333333	X_4
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29168	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_30026	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_30196	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_30311	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29074	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29109	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29124	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29131	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29142	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29151	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29157	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29171	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29178	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29217	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29218	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29251	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29271	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29282	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29296	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29306	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29307	9	35	114	15	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29314	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29323	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29341	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29351	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29352	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29363	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29396	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29436	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29499	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29510	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29520	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29538	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29556	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29608	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29625	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29645	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29056	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29058	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29093	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29098	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29149	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29188	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29228	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29309	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29398	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29406	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29413	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29449	8	35	114	13.3333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29460	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29464	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29465	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29490	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29612	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29637	2	35	114	3.33333333333333	X_19
