strain	Line	N_generation	N_pSTR	mutation	N_mutation	mutation_rate	gfeature
N2	531	233	5810	deletions	32	1.18191958514623e-05	intergenic
N2	531	233	7375	deletions	30	8.72917727504183e-06	intron
N2	531	233	1093	deletions	1	1.96333279668904e-06	promoter
N2	531	233	270	deletions	1	7.94786202511524e-06	pseudogene
N2	531	233	451	deletions	2	9.51628712541515e-06	RNAs & TEs
N2	531	233	1237	insertions	1	1.73477990847301e-06	3'UTR
N2	531	233	5810	insertions	20	7.38699740716391e-06	intergenic
N2	531	233	7375	insertions	25	7.27431439586819e-06	intron
N2	531	233	1093	insertions	2	3.92666559337807e-06	promoter
N2	531	233	270	insertions	2	1.58957240502305e-05	pseudogene
N2	531	233	451	insertions	2	9.51628712541515e-06	RNAs & TEs
N2	531	233	1237	substitutions	47	8.15346556982316e-05	3'UTR
N2	531	233	362	substitutions	4	2.37118535555924e-05	5'UTR
N2	531	233	1086	substitutions	6	1.18559267777962e-05	enhancer
N2	531	233	5810	substitutions	218	8.05182717380866e-05	intergenic
N2	531	233	7375	substitutions	319	9.28202516912781e-05	intron
N2	531	233	1093	substitutions	11	2.15966607635794e-05	promoter
N2	531	233	270	substitutions	10	7.94786202511524e-05	pseudogene
N2	531	233	451	substitutions	12	5.70977227524909e-05	RNAs & TEs
N2	532	244	1117	deletions	5	9.17269618562602e-06	enhancer
N2	532	244	6132	deletions	18	6.01520644188509e-06	intergenic
N2	532	244	7938	deletions	34	8.77703844136319e-06	intron
N2	532	244	1133	deletions	2	3.61726447990971e-06	promoter
N2	532	244	289	deletions	2	1.41811787395768e-05	pseudogene
N2	532	244	471	deletions	2	8.70140266610978e-06	RNAs & TEs
N2	532	244	1301	insertions	1	1.5750809591613e-06	3'UTR
N2	532	244	6132	insertions	15	5.01267203490424e-06	intergenic
N2	532	244	7938	insertions	29	7.4862974941039e-06	intron
N2	532	244	289	insertions	1	7.09058936978842e-06	pseudogene
N2	532	244	471	insertions	1	4.35070133305489e-06	RNAs & TEs
N2	532	244	1301	substitutions	57	8.97796146721941e-05	3'UTR
N2	532	244	376	substitutions	4	2.17997907220091e-05	5'UTR
N2	532	244	1117	substitutions	7	1.28417746598764e-05	enhancer
N2	532	244	6132	substitutions	263	8.78888496786543e-05	intergenic
N2	532	244	7938	substitutions	411	0.000106098905864714	intron
N2	532	244	1133	substitutions	12	2.17035868794583e-05	promoter
N2	532	244	289	substitutions	9	6.38153043280957e-05	pseudogene
N2	532	244	471	substitutions	15	6.52605199958233e-05	RNAs & TEs
N2	536	238	1224	deletions	3	5.14911847091778e-06	3'UTR
N2	536	238	1062	deletions	7	1.38473468483439e-05	enhancer
N2	536	238	5532	deletions	33	1.25321278185895e-05	intergenic
N2	536	238	7083	deletions	47	1.39403495409176e-05	intron
N2	536	238	1086	deletions	3	5.80342634291286e-06	promoter
N2	536	238	254	deletions	1	8.27102494541123e-06	pseudogene
N2	536	238	437	deletions	1	4.80741495682941e-06	RNAs & TEs
N2	536	238	1224	insertions	5	8.5818641181963e-06	3'UTR
N2	536	238	1062	insertions	3	5.9345772207188e-06	enhancer
N2	536	238	5532	insertions	39	1.48106965128785e-05	intergenic
N2	536	238	7083	insertions	42	1.24573336323093e-05	intron
N2	536	238	1086	insertions	2	3.86895089527524e-06	promoter
N2	536	238	254	insertions	1	8.27102494541123e-06	pseudogene
N2	536	238	437	insertions	2	9.61482991365883e-06	RNAs & TEs
N2	536	238	1224	substitutions	45	7.72367770637667e-05	3'UTR
N2	536	238	353	substitutions	3	1.78541671626158e-05	5'UTR
N2	536	238	1444	substitutions	2	2.90975115808096e-06	CDS
N2	536	238	1062	substitutions	4	7.91276962762506e-06	enhancer
N2	536	238	5532	substitutions	181	6.8736822277718e-05	intergenic
N2	536	238	7083	substitutions	276	8.18624781551757e-05	intron
N2	536	238	1086	substitutions	7	1.35413281334633e-05	promoter
N2	536	238	254	substitutions	4	3.30840997816449e-05	pseudogene
N2	536	238	437	substitutions	11	5.28815645251236e-05	RNAs & TEs
N2	537	243	1246	deletions	11	1.81651242824776e-05	3'UTR
N2	537	243	359	deletions	1	5.73151300480301e-06	5'UTR
N2	537	243	1471	deletions	1	1.39878529484995e-06	CDS
N2	537	243	1080	deletions	4	7.62078951379363e-06	enhancer
N2	537	243	5713	deletions	49	1.76480037226483e-05	intergenic
N2	537	243	7262	deletions	64	1.81337431559287e-05	intron
N2	537	243	1102	deletions	7	1.30701380953448e-05	promoter
N2	537	243	261	deletions	1	7.88357535909686e-06	pseudogene
N2	537	243	451	deletions	3	1.36870055569243e-05	RNAs & TEs
N2	537	243	1246	insertions	5	8.25687467385345e-06	3'UTR
N2	537	243	359	insertions	1	5.73151300480301e-06	5'UTR
N2	537	243	5713	insertions	30	1.08049002383561e-05	intergenic
N2	537	243	7262	insertions	34	9.6335510515871e-06	intron
N2	537	243	1102	insertions	2	3.73432517009851e-06	promoter
N2	537	243	261	insertions	1	7.88357535909686e-06	pseudogene
N2	537	243	451	insertions	2	9.12467037128284e-06	RNAs & TEs
N2	537	243	1246	substitutions	38	6.27522475212862e-05	3'UTR
N2	537	243	359	substitutions	2	1.1463026009606e-05	5'UTR
N2	537	243	1080	substitutions	2	3.81039475689681e-06	enhancer
N2	537	243	5713	substitutions	192	6.9151361525479e-05	intergenic
N2	537	243	7262	substitutions	265	7.50850302550171e-05	intron
N2	537	243	1102	substitutions	7	1.30701380953448e-05	promoter
N2	537	243	261	substitutions	6	4.73014521545811e-05	pseudogene
N2	537	243	451	substitutions	10	4.56233518564142e-05	RNAs & TEs
N2	540	194	1197	deletions	8	1.72251935681127e-05	3'UTR
N2	540	194	1428	deletions	3	5.41453694880014e-06	CDS
N2	540	194	1083	deletions	5	1.18989823990252e-05	enhancer
N2	540	194	5459	deletions	43	2.03012900289506e-05	intergenic
N2	540	194	6898	deletions	83	3.1011528816062e-05	intron
N2	540	194	1087	deletions	3	7.11311753715418e-06	promoter
N2	540	194	258	deletions	1	9.98961080476305e-06	pseudogene
N2	540	194	438	deletions	3	1.76528738878689e-05	RNAs & TEs
N2	540	194	1197	insertions	7	1.50720443720986e-05	3'UTR
N2	540	194	357	insertions	1	7.21938259840018e-06	5'UTR
N2	540	194	1428	insertions	1	1.80484564960005e-06	CDS
N2	540	194	1083	insertions	1	2.37979647980505e-06	enhancer
N2	540	194	5459	insertions	54	2.54946432921705e-05	intergenic
N2	540	194	6898	insertions	96	3.58687562209874e-05	intron
N2	540	194	1087	insertions	3	7.11311753715418e-06	promoter
N2	540	194	258	insertions	3	2.99688324142891e-05	pseudogene
N2	540	194	438	insertions	5	2.94214564797816e-05	RNAs & TEs
N2	540	194	1197	substitutions	40	8.61259678405636e-05	3'UTR
N2	540	194	357	substitutions	3	2.16581477952006e-05	5'UTR
N2	540	194	1083	substitutions	6	1.42787788788303e-05	enhancer
N2	540	194	5459	substitutions	170	8.02609140679442e-05	intergenic
N2	540	194	6898	substitutions	229	8.5561928902147e-05	intron
N2	540	194	1087	substitutions	10	2.37103917905139e-05	promoter
N2	540	194	258	substitutions	4	3.99584432190522e-05	pseudogene
N2	540	194	438	substitutions	10	5.88429129595631e-05	RNAs & TEs
N2	541	238	1196	deletions	13	2.28352210449397e-05	3'UTR
N2	541	238	338	deletions	1	6.21550395306051e-06	5'UTR
N2	541	238	1409	deletions	4	5.96406057099916e-06	CDS
N2	541	238	1053	deletions	8	1.59608002745258e-05	enhancer
N2	541	238	5386	deletions	77	3.00342937026277e-05	intergenic
N2	541	238	6759	deletions	129	4.00959318481054e-05	intron
N2	541	238	1056	deletions	9	1.79048892284186e-05	promoter
N2	541	238	250	deletions	3	2.52100840336134e-05	pseudogene
N2	541	238	432	deletions	3	1.45891690009337e-05	RNAs & TEs
N2	541	238	1196	insertions	21	3.68876647649026e-05	3'UTR
N2	541	238	338	insertions	2	1.2431007906121e-05	5'UTR
N2	541	238	1053	insertions	1	1.99510003431572e-06	enhancer
N2	541	238	5386	insertions	111	4.32961896232685e-05	intergenic
N2	541	238	6759	insertions	131	4.07175742023396e-05	intron
N2	541	238	1056	insertions	2	3.97886427298192e-06	promoter
N2	541	238	250	insertions	4	3.36134453781513e-05	pseudogene
N2	541	238	432	insertions	8	3.89044506691566e-05	RNAs & TEs
N2	541	238	1196	substitutions	35	6.14794412748377e-05	3'UTR
N2	541	238	338	substitutions	2	1.2431007906121e-05	5'UTR
N2	541	238	1409	substitutions	3	4.47304542824937e-06	CDS
N2	541	238	1053	substitutions	7	1.396570024021e-05	enhancer
N2	541	238	5386	substitutions	153	5.96785316428837e-05	intergenic
N2	541	238	6759	substitutions	233	7.24213342682834e-05	intron
N2	541	238	1056	substitutions	8	1.59154570919277e-05	promoter
N2	541	238	250	substitutions	5	4.20168067226891e-05	pseudogene
N2	541	238	432	substitutions	12	5.83566760037348e-05	RNAs & TEs
N2	542	243	1252	deletions	4	6.57384398953444e-06	3'UTR
N2	542	243	1102	deletions	4	7.46865034019702e-06	enhancer
N2	542	243	5752	deletions	29	1.03739189660995e-05	intergenic
N2	542	243	7325	deletions	71	1.99441003384879e-05	intron
N2	542	243	1110	deletions	3	5.56111667222778e-06	promoter
N2	542	243	265	deletions	1	7.76457799518596e-06	pseudogene
N2	542	243	453	deletions	3	1.36265772763197e-05	RNAs & TEs
N2	542	243	1252	insertions	4	6.57384398953444e-06	3'UTR
N2	542	243	1102	insertions	1	1.86716258504926e-06	enhancer
N2	542	243	5752	insertions	41	1.46665750900027e-05	intergenic
N2	542	243	7325	insertions	46	1.29215297967668e-05	intron
N2	542	243	1110	insertions	4	7.41482222963704e-06	promoter
N2	542	243	265	insertions	2	1.55291559903719e-05	pseudogene
N2	542	243	453	insertions	1	4.54219242543991e-06	RNAs & TEs
N2	542	243	1252	substitutions	44	7.23122838848788e-05	3'UTR
N2	542	243	363	substitutions	3	1.7005067510118e-05	5'UTR
N2	542	243	1102	substitutions	6	1.12029755102955e-05	enhancer
N2	542	243	5752	substitutions	197	7.04711047007446e-05	intergenic
N2	542	243	7325	substitutions	298	8.37090408573154e-05	intron
N2	542	243	1110	substitutions	10	1.85370555740926e-05	promoter
N2	542	243	265	substitutions	6	4.65874679711158e-05	pseudogene
N2	542	243	453	substitutions	13	5.90485015307188e-05	RNAs & TEs
N2	543	243	1201	deletions	4	6.85299972930651e-06	3'UTR
N2	543	243	355	deletions	1	5.79609343302614e-06	5'UTR
N2	543	243	1449	deletions	2	2.840045781538e-06	CDS
N2	543	243	1069	deletions	8	1.53984147332032e-05	enhancer
N2	543	243	5532	deletions	59	2.19448982203059e-05	intergenic
N2	543	243	7000	deletions	85	2.49853027630805e-05	intron
N2	543	243	1098	deletions	2	3.74792926907883e-06	promoter
N2	543	243	430	deletions	7	3.34960283280697e-05	RNAs & TEs
N2	543	243	1201	insertions	11	1.88457492555929e-05	3'UTR
N2	543	243	1069	insertions	2	3.8496036833008e-06	enhancer
N2	543	243	5532	insertions	68	2.52924250674713e-05	intergenic
N2	543	243	7000	insertions	104	3.0570252792475e-05	intron
N2	543	243	1098	insertions	3	5.62189390361825e-06	promoter
N2	543	243	254	insertions	2	1.6201678493892e-05	pseudogene
N2	543	243	430	insertions	6	2.87108814240597e-05	RNAs & TEs
N2	543	243	1201	substitutions	40	6.85299972930651e-05	3'UTR
N2	543	243	355	substitutions	1	5.79609343302614e-06	5'UTR
N2	543	243	1069	substitutions	2	3.8496036833008e-06	enhancer
N2	543	243	5532	substitutions	170	6.32310626686782e-05	intergenic
N2	543	243	7000	substitutions	247	7.26043503821282e-05	intron
N2	543	243	1098	substitutions	8	1.49917170763153e-05	promoter
N2	543	243	254	substitutions	4	3.24033569877839e-05	pseudogene
N2	543	243	430	substitutions	12	5.74217628481194e-05	RNAs & TEs
N2	544	241	1204	deletions	5	8.6158172619622e-06	3'UTR
N2	544	241	363	deletions	1	5.71539613410605e-06	5'UTR
N2	544	241	1441	deletions	3	4.31926883417175e-06	CDS
N2	544	241	1090	deletions	5	9.51692108569036e-06	enhancer
N2	544	241	5554	deletions	46	1.71832345421863e-05	intergenic
N2	544	241	6990	deletions	91	2.7009539413151e-05	intron
N2	544	241	1087	deletions	2	3.81727469490432e-06	promoter
N2	544	241	262	deletions	4	3.16746381172595e-05	pseudogene
N2	544	241	424	deletions	4	1.95725358177405e-05	RNAs & TEs
N2	544	241	1204	insertions	8	1.37853076191395e-05	3'UTR
N2	544	241	1441	insertions	1	1.43975627805725e-06	CDS
N2	544	241	1090	insertions	3	5.71015265141421e-06	enhancer
N2	544	241	5554	insertions	57	2.12922688892309e-05	intergenic
N2	544	241	6990	insertions	89	2.64159231623125e-05	intron
N2	544	241	1087	insertions	1	1.90863734745216e-06	promoter
N2	544	241	262	insertions	1	7.91865952931488e-06	pseudogene
N2	544	241	424	insertions	3	1.46794018633054e-05	RNAs & TEs
N2	544	241	1204	substitutions	41	7.064970154809e-05	3'UTR
N2	544	241	363	substitutions	4	2.28615845364242e-05	5'UTR
N2	544	241	1090	substitutions	6	1.14203053028284e-05	enhancer
N2	544	241	5554	substitutions	168	6.27561609366805e-05	intergenic
N2	544	241	6990	substitutions	260	7.71701126090028e-05	intron
N2	544	241	1087	substitutions	6	1.1451824084713e-05	promoter
N2	544	241	262	substitutions	4	3.16746381172595e-05	pseudogene
N2	544	241	424	substitutions	10	4.89313395443514e-05	RNAs & TEs
N2	545	244	1185	deletions	7	1.21048626962717e-05	3'UTR
N2	545	244	349	deletions	1	5.87157687068439e-06	5'UTR
N2	545	244	1415	deletions	2	2.89636795458495e-06	CDS
N2	545	244	1054	deletions	6	1.16651631567487e-05	enhancer
N2	545	244	5452	deletions	51	1.9168781496939e-05	intergenic
N2	545	244	6765	deletions	78	2.36269128712152e-05	intron
N2	545	244	1060	deletions	5	9.66594494277761e-06	promoter
N2	545	244	255	deletions	1	8.03600128576021e-06	pseudogene
N2	545	244	423	deletions	6	2.90663876293454e-05	RNAs & TEs
N2	545	244	1185	insertions	9	1.55633948952065e-05	3'UTR
N2	545	244	349	insertions	3	1.76147306120532e-05	5'UTR
N2	545	244	1054	insertions	3	5.83258157837434e-06	enhancer
N2	545	244	5452	insertions	66	2.48066584078034e-05	intergenic
N2	545	244	6765	insertions	100	3.02909139374553e-05	intron
N2	545	244	1060	insertions	1	1.93318898855552e-06	promoter
N2	545	244	255	insertions	3	2.41080038572806e-05	pseudogene
N2	545	244	423	insertions	6	2.90663876293454e-05	RNAs & TEs
N2	545	244	1185	substitutions	44	7.6087708376565e-05	3'UTR
N2	545	244	349	substitutions	3	1.76147306120532e-05	5'UTR
N2	545	244	1415	substitutions	1	1.44818397729248e-06	CDS
N2	545	244	1054	substitutions	3	5.83258157837434e-06	enhancer
N2	545	244	5452	substitutions	165	6.20166460195086e-05	intergenic
N2	545	244	6765	substitutions	226	6.8457465498649e-05	intron
N2	545	244	1060	substitutions	8	1.54655119084442e-05	promoter
N2	545	244	255	substitutions	5	4.0180006428801e-05	pseudogene
N2	545	244	423	substitutions	7	3.39107855675697e-05	RNAs & TEs
N2	546	242	1210	deletions	4	6.83013455365071e-06	3'UTR
N2	546	242	1057	deletions	7	1.3682885446883e-05	enhancer
N2	546	242	5532	deletions	34	1.26984696103213e-05	intergenic
N2	546	242	7038	deletions	42	1.23297612253669e-05	intron
N2	546	242	1090	deletions	6	1.13731139586019e-05	promoter
N2	546	242	250	deletions	2	1.65289256198347e-05	pseudogene
N2	546	242	433	deletions	2	9.54325959574752e-06	RNAs & TEs
N2	546	242	1210	insertions	5	8.53766819206338e-06	3'UTR
N2	546	242	1057	insertions	2	3.90939584196658e-06	enhancer
N2	546	242	5532	insertions	28	1.04575632084999e-05	intergenic
N2	546	242	7038	insertions	60	1.7613944607667e-05	intron
N2	546	242	1090	insertions	1	1.89551899310031e-06	promoter
N2	546	242	250	insertions	1	8.26446280991736e-06	pseudogene
N2	546	242	1210	substitutions	43	7.34239464517451e-05	3'UTR
N2	546	242	347	substitutions	3	1.78626717793603e-05	5'UTR
N2	546	242	1436	substitutions	1	1.43879923570985e-06	CDS
N2	546	242	1057	substitutions	4	7.81879168393316e-06	enhancer
N2	546	242	5532	substitutions	181	6.76006764549458e-05	intergenic
N2	546	242	7038	substitutions	280	8.21984081691127e-05	intron
N2	546	242	1090	substitutions	10	1.89551899310031e-05	promoter
N2	546	242	250	substitutions	4	3.30578512396694e-05	pseudogene
N2	546	242	433	substitutions	13	6.20311873723589e-05	RNAs & TEs
N2	547	242	1280	deletions	3	4.84245867768595e-06	3'UTR
N2	547	242	369	deletions	1	5.59922954601447e-06	5'UTR
N2	547	242	1456	deletions	1	1.4190355099446e-06	CDS
N2	547	242	1111	deletions	9	1.67372109111738e-05	enhancer
N2	547	242	6017	deletions	39	1.33918086083919e-05	intergenic
N2	547	242	7790	deletions	68	1.80354130640045e-05	intron
N2	547	242	1123	deletions	6	1.10389084727302e-05	promoter
N2	547	242	285	deletions	2	1.44990575612585e-05	pseudogene
N2	547	242	472	deletions	3	1.31320913293178e-05	RNAs & TEs
N2	547	242	1280	insertions	1	1.61415289256198e-06	3'UTR
N2	547	242	6017	insertions	14	4.80731591070479e-06	intergenic
N2	547	242	7790	insertions	25	6.63066656764871e-06	intron
N2	547	242	285	insertions	1	7.24952878062926e-06	pseudogene
N2	547	242	472	insertions	1	4.37736377643928e-06	RNAs & TEs
N2	547	242	1280	substitutions	54	8.71642561983471e-05	3'UTR
N2	547	242	369	substitutions	4	2.23969181840579e-05	5'UTR
N2	547	242	1111	substitutions	5	9.29845050620765e-06	enhancer
N2	547	242	6017	substitutions	245	8.41280284373339e-05	intergenic
N2	547	242	7790	substitutions	380	0.00010078613182826	intron
N2	547	242	1123	substitutions	11	2.02379988666721e-05	promoter
N2	547	242	285	substitutions	11	7.97448165869218e-05	pseudogene
N2	547	242	472	substitutions	15	6.56604566465892e-05	RNAs & TEs
N2	548	186	1195	deletions	3	6.74854906195168e-06	3'UTR
N2	548	186	1121	deletions	5	1.19900626360872e-05	enhancer
N2	548	186	5590	deletions	20	9.61778906265028e-06	intergenic
N2	548	186	7110	deletions	35	1.32329144170712e-05	intron
N2	548	186	1110	deletions	3	7.26532984597501e-06	promoter
N2	548	186	265	deletions	2	2.02880908906472e-05	pseudogene
N2	548	186	455	deletions	2	1.18161408483989e-05	RNAs & TEs
N2	548	186	1195	insertions	1	2.24951635398389e-06	3'UTR
N2	548	186	5590	insertions	19	9.13689960951776e-06	intergenic
N2	548	186	7110	insertions	24	9.07399845742026e-06	intron
N2	548	186	1110	insertions	3	7.26532984597501e-06	promoter
N2	548	186	265	insertions	2	2.02880908906472e-05	pseudogene
N2	548	186	455	insertions	1	5.90807042419946e-06	RNAs & TEs
N2	548	186	1195	substitutions	26	5.84874252035812e-05	3'UTR
N2	548	186	366	substitutions	2	1.46894647159058e-05	5'UTR
N2	548	186	1478	substitutions	1	1.81879028620484e-06	CDS
N2	548	186	1121	substitutions	4	9.59205010886977e-06	enhancer
N2	548	186	5590	substitutions	120	5.77067343759017e-05	intergenic
N2	548	186	7110	substitutions	212	8.01536530405456e-05	intron
N2	548	186	1110	substitutions	4	9.68710646130001e-06	promoter
N2	548	186	265	substitutions	6	6.08642726719416e-05	pseudogene
N2	548	186	455	substitutions	7	4.13564929693962e-05	RNAs & TEs
N2	550	227	1254	deletions	1	1.75649375742119e-06	3'UTR
N2	550	227	368	deletions	1	5.98544340164719e-06	5'UTR
N2	550	227	1117	deletions	8	1.57754211051471e-05	enhancer
N2	550	227	5859	deletions	36	1.35339058175494e-05	intergenic
N2	550	227	7460	deletions	53	1.56488053761028e-05	intron
N2	550	227	1127	deletions	5	9.77215249248521e-06	promoter
N2	550	227	277	deletions	3	2.38553412108971e-05	pseudogene
N2	550	227	467	deletions	2	9.43316133535832e-06	RNAs & TEs
N2	550	227	1254	insertions	2	3.51298751484237e-06	3'UTR
N2	550	227	368	insertions	1	5.98544340164719e-06	5'UTR
N2	550	227	1477	insertions	1	1.49129530927973e-06	CDS
N2	550	227	5859	insertions	15	5.63912742397892e-06	intergenic
N2	550	227	7460	insertions	20	5.90520957588785e-06	intron
N2	550	227	1127	insertions	1	1.95443049849704e-06	promoter
N2	550	227	467	insertions	1	4.71658066767916e-06	RNAs & TEs
N2	550	227	1254	substitutions	45	7.90422190839534e-05	3'UTR
N2	550	227	368	substitutions	2	1.19708868032944e-05	5'UTR
N2	550	227	1477	substitutions	2	2.98259061855947e-06	CDS
N2	550	227	1117	substitutions	4	7.88771055257356e-06	enhancer
N2	550	227	5859	substitutions	202	7.59402493095828e-05	intergenic
N2	550	227	7460	substitutions	310	9.15307484262617e-05	intron
N2	550	227	1127	substitutions	12	2.34531659819645e-05	promoter
N2	550	227	277	substitutions	4	3.18071216145295e-05	pseudogene
N2	550	227	467	substitutions	15	7.07487100151874e-05	RNAs & TEs
N2	551	243	1240	deletions	2	3.31873091729723e-06	3'UTR
N2	551	243	1081	deletions	2	3.80686987738072e-06	enhancer
N2	551	243	5658	deletions	25	9.09160997138689e-06	intergenic
N2	551	243	7251	deletions	50	1.41884786148413e-05	intron
N2	551	243	1075	deletions	2	3.82811752320796e-06	promoter
